Activity ID,StartDtTm,Latitude,Longitude,Incident Brief:,Incident Involved:,Level of Investigation:,IMO Classification:,USCG Classification:,Was This a Serious Marine Incident?,Was a Marine Board Convened by Commandant?
6930425,23-Mar-20,39.80628025,-75.40131215,"At approximately 0743 EST on March 22, 2020, the LPG MARIGOLA lost propulsion. The vessel head just left its berth at Marcus Hook to transit to Marcus Hook Anchorage. There were two tugs assisting the vessel; the tugs towed the vessel to Marcus Hook Anchorage where it anchored. The vessels engineering staff conducted trouble shooting efforts and determined that the jacket water and lube oil temperatures were right on the permissible threshold and likely the cause of the loss of propulsion. The engineers turned up the jacket water heaters form 70*C to 75*C. Once the engines warmed up the engineers conducted 12 operational tests, all sat. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the engine stalling due to low operating temperatures. The causal factors that contributed to this casualty include: (1) Failure of the vessels crew to recognize the low jacket water and lube oil operating temperatures.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
6944802,25-Apr-20,39.97597866,-75.08809007,"At approximately 0455 on April 25, 2020, the M/V CHEM SIRIUS was departing Pier 179N at Kinder Morgan terminal when they experienced a loss of propulsion. The vessel was towed safely to Kaighn's Point Anchorage without further incident. The vessel's crew troubleshot the problem and determined that a minor air leak in the magnetic valve box caused the loss of propulsion. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the vessels loss of propulsion. The causal factor that contributed to this incident include: (1) an air leak in the vessel's magnetic valve box.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
6984042,21-Jun-20,39.71833333,-75.51805,"At approximately 2102 on 20Jun20, the M/V MIZAR was approaching the Port of Wilmington under tug assist when it lost propulsion after attempting to go astern. The vessel's engineering team troubleshot the problem and identified a two-position 3-way pneumatic solenoid valve in the vessel's main engine air start system had malfunctioned. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was a loss of propulsion. The causal factor that contributed to this casualty include: (1) malfunction of the main engine's two-position 3-way pneumatic solenoid valve.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
6990317,29-Jun-20,38.98583333,-75.14416667,"On June 29, 2020, EST the AS FAUSTINA suffered a loss of propulsion in the Delaware River. While transiting to Packer Avenue marine terminal the fuel line leading to the main diesel engine (MDE) automation pressure transmitter failed. The chief engineer notified the bridge, who immediately secured the MDE and anchored the vessel outside of the navigable channel. The broken fuel line leaked about 20 liters of fuel into the vessels bilge. The crew fabricated a new fuel line, installed it, and operationally tested it with satisfactory results. On April 21, 2020, the engineers overhauled the MDE while the vessel was in Kingston, Jamaica. The work took approximately 54 days to complete. The DNV-GL surveyor who attended the vessel post casualty believes that the fuel piping was initially damaged during the overhaul, and completely failed during the transit up the Delaware River. Repairs were made to the satisfaction of the DNV-GL surveyor.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7041802,24-Aug-20,39.71980932,-75.52490832,On 29 July 2020 at approximately 2230L the M/V JULIE C was attempting docking maneuvers as throttling controls became unresponsive from both bridge and engineering control stations. Docking pilot immediately declutched engine and engaged tug assist ensuring mooring safety without incident.,"Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7074577,09-Oct-20,39.80548545,-75.41926003,"On 29 September 2020 at approximately 0615L the River Pilot reported that the M/V SAN PORTLAND sustained a loss of propulsion. The pilot directed the vessel to maintain position at the #7 anchorage until futher directives from US Coast Guard. SECDELBAY Port State Control & duty Investigating Officer were notifed accordingly. Duty I/O contacted vessel's agent for a report status and chief engineer reported that while in port the engineering crew replaced the #5 exhaust valve and test conducted with zero defaults noted. When vessel left berth enroute southbound the sensors for the #5 exhaust valve displayed high exhaust gas deviation and went to auto-shutdown. Bureau Veritas (Vessel's Class Society) was brought onboard as per SECDELBAY PSC issued directive for Class Society causal analysis report remedial actions. BV reported the replacement valve maintained a wrong/improper ""oil sealing valve packing"" that induced the high exhaust gas deviation; hence, the engineering crew replaced valve with original, performed test and posted normal working conditions. Vessel was placed back in to service.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7090172,05-Nov-20,39.5082,-75.54001667,"On 03NOV20, the M/V MAERSK VARNA was outbound on the Delaware River in the vicinity of Cross Ledge Light when the vessel experienced a loss of propulsion. The DE State Pilot directed the crew to conduct emergency anchoring operations and the vessel successfully anchored out of the channel. The vessel's engineering crew determined that a hydraulic line to the vessel's main engine failed and caused a loss of hydraulic pressure resulting in a loss of propulsion. The crew temporarily repaired the line and the vessel proceeded to Big Stone Anchorage for the vessel's class rep. to examine the repair of the vessel before proceeding to Norfolk, VA. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the material failure of the hydraulic line. They vessel’s hydraulic line that supplies hydraulic pressure to the vessel’s fuel delivery system valves was leaking and caused a drop in hydraulic pressure. This caused the exhaust valves to not fully/open close and ultimately leading to the loss in propulsion. Additional causal factors for the incident include: The lack of a satisfactory inspection program for the hydraulic pipe lines, or some form of redundancy in in the hydraulic system that operates the exhaust valves.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7099023,20-Nov-20,39.56446041,-75.54380035,"At approximately 0305 EST on November 20, 2020, the bulk carrier ARUBA PEARL (the vessel) lost propulsion while transiting the Delaware River in the vicinity of Reedy Island, just south of the C&D Canal. The vessel was bound for the Port of Wilmington. The Pilot onboard the vessel ordered speed reduced from “full ahead” to “half ahead.” The order was repeated in the telegraph and the main diesel engine reduced RPMs until it was fully stopped. While making the transit, a wire from the main diesel engine thermal overload protection loosened causing the #1 Auxiliary Blower to secure, and subsequently shutting down the main diesel engine. The engineering team conducted troubleshooting efforts and restored propulsion in 15 minutes. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the wire on the thermal overload protection becoming disconnected. The causal factors that contributed to this casualty include: (1) the vessel is 36 years old, more than three times older than the global bulk carrier fleet average, (2) Engineering department failed to identify the loose wiring which presented a latent unsafe condition (LUC).","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7101216,24-Nov-20,40.13776533,-74.75350517,"At approximately 0715 on November 22, 2020, the bulk carrier STONY STREAM lost propulsion in the vicinity of Fairless Hills, PA. The vessel restored the main diesel engine approximately five minutes after propulsion was lost at approximately 0720. The vessel had tugs assisting it because of its proximity to its berth and it was moored at Fairless Hills at approximately 0755. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the main diesel engine #4 cylinder start air solenoid valve power cable. The causal factor that contributed to this casualty include: (1) Faulty solenoid cabling.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7104026,01-Dec-20,39.72651667,-75.49608333,"On November 27, 2020, the ORCHID ACE was moored and awaiting departure from the Delaware River. A river pilot went onboard to safely take the vessel out and to conduct departure test of the steering gear. When doing so the crew noticed an overcurrent alarm for the number two steering motor. The overcurrent caused the steering pump to fail which led to a loss of steering. During the inspection the crew found one bolt of the six terminals in the electrical box broke and caused a wire to become loose. The crew then removed the broken terminal and connected it with a bolt and nut connecting the wire to the terminal. During the NKK survey it was determined that the terminal box was previously damaged. As a result of its investigation, the Coast Guard determined that the initiating event for this casualty was the material failure of the wire terminal, which negatively impacted the motor of the number two steering gear. This was followed by the eventual loss of steering. The causal factors include: (1) Loosened bolt in terminal box of number two steering gear due to vibration, (2) Means to prevent the vibration of the terminal box to the number two steering gear, and (3) Absence of a redundant system for steering gear motors.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7109166,09-Dec-20,39.71106481,-75.50191498,"On 07DEC20,the M/V MIZAR, a 530’, 16KGT Liberian flagged container vessel was departing the Port of Wilmington, DE when the vessel’s pilot ordered a dead slow ahead command and the main engine did not respond as the vessel had lost its main propulsion. The pilot then ordered the vessel to emergency anchor in the vicinity of Wilmington Anchorage on the Delaware River. The vessel was able to successfully anchor without further incident or damage to the vessel. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the decision of the engineering staff to turn off the vessel's main engine preheat water harbor pump prior to energizing the vessel’s freshwater jacket cooling water pump. This caused the vessel’s automated system to detect a low flow of water pressure to the vessel’ main engine and initiated a shutdown of the main engine as precaution to prevent further damage to the main engine. Additional causal factors for the incident include: Improper following of engineering procedures for the vessel’s engineering staff, improper or inadequate training for the vessel’s engineering staff and the lack of an emergency flow of water in lieu of a main engine shutdown upon detection of low water pressure.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7128359,21-Jan-21,39.71865,-75.52113333,"At approximately 0427 on January 21, 2021, the container ship SWEDISH STREAM experience a loss of a propulsion and a crewmember sustained injuries beyond first aid. The loss of propulsion occurred as the vessel was leaving the dock at the Port of Wilmington. Upon returning to the pier, after the loss of propulsion, the crew began to set up the accommodation ladder. During this operation the pin on the upper turning platform broke, causing the accommodation ladder and the AB to fall approximately 30 feet onto the pier. The crewmember sustained the following injuries: left temporal bone fracture, left distal radius fracture, and grade 1 subarachnoid hemorrhage. As a result of the investigation, the Coast Guard determined that the initiating event for this casualty was the material malfunction of the high pressure fuel oil pumps. This was followed by the loss of propulsion, material failure of the pin on the upper turning platform, and the injury to the crewmember. The causal factors that contributed to this casualty include: (1) Mixture of fuel and lube oil in the main engine cylinders, (2) Material condition of fuel pumps on the Main Engine(ME), (3) Ineffective maintenance procedures for main engine fuel pumps, (4) Lack of a redundancy system for main engines, (5) Failure of crew to use fall protection in accordance with company policy, (6) Lack of Preventative Maintenance for Accommodation Ladder, (7) Lack of Measures to Prevent Prolong Exposure of Sea Water to Stainless Steel Fittings, (8) Lack of Guidance on Accommodation Ladder Maintenance from IMO.","Marine Casualty, Reportable",Informal,Routine,Routine,Yes,No
7130089,25-Jan-21,39.85353333,-75.23278333,"At approximately 1704 on January 23, 2021 the tank vessel HELLESPONT PRIDE was underway in Mantua Creek Anchorage when it experienced a loss of propulsion. The HELLESPONT PRIDE had departed Crown Point International after completing cargo operations. During the ABS class survey it was determined that pneumatic start air solenoid valve was stuck in the closed position. The Chief Engineer found that the valve contained excess grease and moisture that caused the valve failure while in cold weather conditions. As a result of the investigation, the Coast Guard has determined that the initiating event for this casualty was the material malfunction of the pneumatic start air solenoid valve. This was followed by the inevitable loss of propulsion. The causal factors include (1) Hellespont Ship Management failure to establish a audit process for their shipboard procedures, (2) Excess grease and moisture in the pneumatic start solenoid valve, (3) Engine room personnel use of an inefficient cleaning procedure of the pneumatic start solenoid valve, (4) Inadequate inspection procedures on main engines, and (5) Lack of a redundancy system.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7160415,19-Mar-21,39.718,-75.5204,"At approximately 0053 on March 19, 2021 the CHIQUITA DREAM, a 224.5 meter, 32984 GT container vessel was departing from the Dole Dock in Wilmington Delaware with state pilot and docking pilot on board. Upon departure from pier the the vessel experienced a loss of propulsion when the vessel attempted dead slow ahead. The vessel was maneuvered back to the pier in which it made contact with the bollard causing a indentation to the hull. The water tight integrirt was not breached. .","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7163385,25-Mar-21,39.71964785,-75.52440262,"At approximately 0345 EST on March 25, 2021, the container vessel DOLE ECUADOR lost propulsion while departing the Port of Wilmington. As the vessel came off the pier helm commands were given to the main diesel engine, but the engine was unresponsive. The vessel’s bridge team made multiple helm commands to the engine, but none of them worked. The vessel was pushed back alongside the pier at Wilmington to troubleshoot and repair its main diesel engine. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the failure of the spool valve for the main diesel engine cut out device for cylinders five and six. The causal factors that contributed to this casualty include: (1) excessively long maintenance interval for the main diesel engine emergency cut-out system.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7185663,29-Apr-21,39.80706162,-75.40933084,"On 29 April 2021 at approximately 0315L, SECDELBAY CMD CTR contacted the duty I/O regarding a loss of steerage to the T/S KIMOLOS(ON 9405540) while transiting on the Delaware River inbound to Paulsboro Marine Terminal. Technician reported that electrical connections were tightened, voltage checked and completed systems test with satisfactory results.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7211682,18-May-21,39.95565933,-75.1359056,"On Monday May 17, 2021 at approximately 2318 the FV ERATO was underway in the vicinity of Penn's Landing when the vessel's bow thruster overloaded causing the vessel to blackout and temporary loss of propulsion. No other damage was sustained to the vessel and at 2348 lt power on board was restored and on May 18, 2021 at 0030 vessel safely dock at pier with the assistance of 2 additional tugs.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7227849,16-Jun-21,38.84083333,-75.09033333,"On 16 June 2021 at approximately 1835L, the Portuguese Flag container vessel MSC WESER was inbound to Port of Philadelphia and embarked a Delaware Bay/River Pilot IVO Cape Henlopen. As the pilot was taking the con of the vessel, he noted the crew talking about main engine “miss-kick” and noting a high temp engine alarm. The pilot transited the vessel safely to Breakwater Anchorage so the crew can troubleshoot the engineering issue and upon arrival the vessel sustain full engine shutdown. As a result of its investigation, the Coast Guard has determined that the initiating event was the ""miss-kick"" that subsequently induced a full engine shutdown as reported by the pilot. The causal factors that contributed to the casualty include: (1) a simultaneous equipment malfunction of the M/E #2 and #5 cylinder pilot air distributor valves. (2) A fuel oil leak discovered emitting from the #5 HP fuel pump puncture valve.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7254710,13-Jul-21,39.90036896,-75.1339593,"On 12 July 2021 at approximately 1148L, the M/V MSC CANBERRA was in the docking phase at Packer Avenue Marine Terminal when the vessel incurred a loss of astearn propulsion. Vessel safely moored at the pier using bow thruster and tug assist. Engineering determined that engine was not responding to astern control due to lengthy continuous dead slow speed which caused the fuel oil to become low in viscosity. Corrective action was to open vent valve discharging recirculating oil and allowing for fresh oil to enter the system. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the loss of astern propulsion. The Causal factors that contributed to this casualty include: (1) Low Sulphur Fuel Oil temp was extremely low at engine inlet due to long period of dead slow ahead speed causing fuel oil to recirculate causing the decreased temp and low viscosity. Upon above mentioned corrective actions, vessel tested normal operations.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7257257,29-Jun-21,39.72070415,-75.52285767,"On 28JUN21, at approximately, 2330, the M/V DOLE COLUMBIA was departing the Port of Wilmington, Wilmington, DE when the vessel's main engine caught fire. The crew attempted to control the fire by using a portable extinguisher on the main engine, however, the fire was out of control and the crew evacuated the engine room. The entire engineering plant was shut down by the crew. Once the crew was mustered, the vessel Master directed the Chief Engineer to secure all ventilation and energize the fixed CO2 system in the engine room. The CO2 system was deployed and effectively extinguished the fire without further issue. All crew members were accounted for and safe. There were no injuries or pollution as a result of the fire. The E/R was examined and there was minimal damage as a result of the fire. The securing bolts for the fuel injector on the #7 cylinder head were not reinstalled by the crew after replacing the fuel injector with a refurbished one during routine maintenance earlier that day. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the dislodging of the #7 fuel injector from the cylinder head which severed the fuel return line from the engine to the fuel injector causing a material failure that allowed fuel oil to spray onto an already hot main engine causing combustion and subsequent fire on the main engine. Additional causal factors for the incident were, the engineering staff’s execution error of forgetting to reinstall securing bolts to the fuel injector upon completion of routine maintenance, the lack of any policy or SMS procedures or instruction which require the use of a torque wrench or torque settings for the securing bolts that secure the fuel injectors to the main engine cylinder heads, and the lack of oversight by the Chief Engineer and the 1st Engineer to ensure that the 2nd Engineer completed the PMS on the fuel injector properly.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7288129,15-Aug-21,39.8855,-75.14731667,"At approximately 1833 on August 15, 2021, the Ro-Ro GRAND AURORA experienced a loss of propulsion. The GRAND AURORA was headed outbound South of Packer Avenue Terminal when the high pressure pipe of an injector developed a leak causing fuel to leak. The GRAND AURORA did not sustain any damage and the crew replaced the high pressure pipe and returned to port. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the Main engine cylinder No. 6 fuel pump top cover high pressure pipe leak. This was followed by the eventual loss of propulsion. The causal factors that contributed to this casualty include: (1) Scratch on high pressure pipe of aft injector, (2) Lack of testing/inspections on main engine cylinders, (3) Lack of redundancy in propulsion systems.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7313436,12-Sep-21,39.78885,-75.43896667,"At approximately 1600 on September 12, 2021 the gas carrier MONSOON after conducting cargo operations at Marcus Hook, the crew was unable to start MDE due to low hydraulic control pressure. As the vessel attempted to get underway, the hydraulic control system reduced to a pressure of approximately 190 Bar, control system needing a minimum of 207 Bar, as per captains statement the MDE cannot be started with low hydraulic pressure thus leading to crew to conduct maintenance/repair to hydraulic control system. During the maintenance procedure it was discovered that a proportional valve was leaking which caused the substantial drop in hydraulic pressure. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the material failure of the proportional valve which negatively impacted the pressure of the hydraulic oil. This was followed by the eventual loss of propulsion. The causal factors that contributed to this casualty include: (1) Vessel's misinterpretation of published rule for proportional valve maintenance, (2) Failure to implement effective maintenance schedule for proportional valve, and (3) Lack of auxiliary means of propulsion.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7340050,26-Oct-21,38.85767123,-75.09370422,"On October 26, 2021, at approximately 0330, the container ship DOLE CHILE experienced a propulsion casualty while transiting from Wilmington, DE. While outbound Delaware Bay, the DOLE CHILE experienced a power failure alarm and subsequent loss of main engine bridge control. Engine control was transferred to local control, and the vessel Master and Pilot navigated the vessel to Breakwater Anchorage. The vessel anchored safely under its own power. The crew found the alarm indicated due to a power supply failure to the main engine remote control system. The cable was replaced with spares and the system was put back in service. The vessel never lost safe steerage, speed, or maneuverability. A USCG Form B was issued to the vessel requiring a class report prior to departure. Class attested to the operability of the vessel and the vessel returned to normal operations. As a result of its investigation the Coast Guard determined that this incident was initiated by damage to the 24 volt DC supply cable for Signal Acquisition Unit 10 cable which supplies power to the sewage treatment plant alarm system. This incident meet the criteria for a reportable marine casualty as defined by 46 CFR 4.05-1 and NAVIC 01-15, as this incident resulted in an occurrence that materially and adversely affected the vessel's fitness for service. The level of investigative effort met the requirements of an Informal Investigation.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7341147,28-Oct-21,39.60706667,-75.57916667,"At approximately 0200 on October 28, 2021, the bulk carrier WESTERN PANAMA experienced a loss of propulsion while departing Pea Patch Island. At the time of the loss of propulsion, the number 1 cylinder fuel injector had been in service for 2,588 hours. The Chief Engineer received a high deviation alarm on the number 1 cylinder, causing the vessel to shut down the engine to replace the fuel injector. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the material failure of the number 1 cylinder fuel injector. This was followed by the eventual loss of propulsion. The causal factors that contributed to this casualty include: (1) Fuel Injector maintenance plan failed to prevent or recognize upcomimg material failure and (2) Lack of a redundant engine system.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7354108,19-Nov-21,39.71727112,-75.51461792,"On 18NOV21, the CHIQUITA PASSION a 32K GT Liberian flagged container vessel was departing the Port of Wilmington, Wilmington, DE when the vessel lost main propulsion and returned immediately to the dock. The vessel had just released all mooring lines when the docking pilot gave an engine order and the engine didn't respond. The vessel was pushed immediately back to the dock. It was determined that the main engine's governor alarm had propulsion control system alarms activated erroneously. The system was rebooted and reset and the vessel's main propulsion was restored. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the failure of the power supply system for the electronic governor system which is integral to the vessels automation. The causal factors that contributed to the casualty include: (1) The power supply was failing which was causing the governor system to malfunction intermittently and the malfunction eventually would not allow the main engine to start. The system was rebooted and the power supply was eventually replaced with a spare and the vessel did not experience any further issues. (2) the inability of the crew to function test the power supply unit prior to operating the engine/getting the vessel underway.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7356072,19-Nov-21,40.12328892,-74.82762909,"On 19NOV21, at approximately 1538, the M/V THOR CHAIYO was departing the dock at Fairless Hills, PA when the vessel lost main propulsion. The vessel attempted to shift into slow speed ahead and did not get any response from the main engine. The vessel returned to the dock at Fairless Hills, PA where it was discovered that the main engine air start system failed. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the failure of the three way air start valve for the main engine air start system. The valve seals were discovered as worn and needed to be replaced. Once replaced, the main engine air start system operated normally. Additional causal factors for the incident were: inadequate preventative maintenance/inspection program for the main engine air start system, and inadequate inspection/testing of the air start system prior to main engine operation.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7360655,16-Nov-21,39.03530865,-75.21334297,"On 16 November 2021, at approximately 1345, The M/V INTHIRA NAREE (9732199), a Thailand flagged bulk carrier, embarked the Sea Pilot near the Whistle Buoy CH. Vessel was enroute Delaware Bay proceeding to Fairless Hills (PCI Terminal) under hand steering by the Able Seaman and direction from the Sea Pilot. At approximately 1720 and near the No. 42 buoy in the Delaware Bay, M/V lost propulsion and steering. Engineering staff were unsuccessful in three attempts starting the main engine. Chief Engineer notified the bridge that the starting air manifold gasket was broken and the vessel would need to stop to make repairs. Vessel dropped port anchor and subsequently the starboard anchor at 1730, coming to a stop at 1737 approximately 500 feet to the west of the channel.Engineering staff found the auxilliary engines failed due to an airlock in the fuel pipe system which caused the main engine to stop. Vessel was unable to start the main engine due to the air manifold packing gasket being broken. Staff replaced the packing gasket at the starting air manifold and conducted tests on the main engine ahead and astern, each test found satisfactory. On November 17, 2021, a surveyor from ABS carried out a repair survey on the main engine, #1, #2, and #3 generator and sampled the LSMGO service and storage tank. The main engine was started and maneuvered in forward and astern. All start commands responded as designed, and no air leaks were identified. All three generators transferred load as intended and were found in good working order. Class attested to the operability of the vessel and the vessel returned to normal operations. As a result of the investigation, the Coast Guard determined that the initiating event for the casualty was the failure of the packing gasket which allowed air to enter the vessel's fuel delivery system. Air was leaked into the vessel's auxiliary generator's fuel filter causing the generator to fail and consequently caused the main engine to shutdown. Additional causal factors was the vessel's PMS/SMS program and the infrequent inspection and testing of the main engine and start air. This incident meet the criteria for a reportable marine casualty as defined by 46 CFR 4.05-1 and NVIC 01-15, as this incident resulted in an occurrence that materially and adversely affected the vessel's fitness for service. The level of investigative effort met the requirements of an Informal Investigation.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7372796,27-Dec-21,39.83428139,-75.3614765,"On 03 November 2021 the M/T AZTEC sustained a reduction in propulsion while transiting the Delaware River IVO Paulsboro, NJ. While underway the vessel lost throttling capability to increase rpm; however, the vessel was able to moor safely without further incident. Engineering staff determined that air was in the M/E fuel circut including the counter meter. The system was purged, filters replaced and meter isolated. Meter remained bybassed. Vessel was able to regain 8bars min in pressure. 04NOV21: During cargo discharge operations the L/R surveyor attended vessel to verify maintenance, test of M/E and satisfactorily determined vessel fit for transit. As a result of the investigation, the Coast Guard has determined that the initiating event for this casualty was a loss of pressure in the ME fueling system as the AZTEC was transiting southbound along the Delaware River. This was followed by a loss of throttling control to the ME; hence, the loss of propulsion. The causal factors that contributed to this included: Air induced within the ME fueling system; however, it is undetermined how the air got inducted. Investigation Complete.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7388829,01-Feb-22,39.89780118,-75.13430214,"On 27 November 2021 at approximately 2230L the duty IO rcvd call from the SECDELBAY CMD CTR regarding the M/V EVEREST BAY sustained a loss of propulsion while transiting the Delaware Rive IVO Gloucester City and anchored at Kaighns Point as reported by the DelBay River Pilot. As the vessel was leaving berth adjacent Gloucester Marine Terminal Berth #9 the Pilot called for dead slow astearn; whereas, the main engine did not respond, so with two tug assist, the EVEREST BAY was escorted to Kaighns Point Anchorage for repairs and class survey as per issued Port State Control Form-B. Engineering crew determined the engine malfunction resulted from failure of the main air auto starting valve. Engineers overhauled the valve reinstalled and tested satisfactorily for operations. Class boarded vessel 28 NOV to verify and attested to the repairs and testing of the main engine. Vessel was cleared and placed back into service. As a result of the investigation, the Coast Guard had determined the initiating event for this casualty was equipment failure of the main air auto starting valve which caused the vessel to not respond to throttle commands followed by the loss of propulsion. Causal factor(s) contributing to this casualty is the failure of the main air auto valve with an unknown cause(s).","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7396579,17-Jan-22,39.93770895,-75.13241699,"On 17 January 2022 at approximatley 0300L the duty IO rcvd call from the CMD CTR that the M/V FEDERAL BRISTOL was conducting docking procedure at the Beckett Street Terminal, Camden NJ., when the pilot called for astern throttle and received no response. At the time of the casualty, the vessel was in a two tug tow assist as per docking procedures and was laid abreast to the pier without further incident. Port State Control notififed. Engineering crew conducted maintenance that resulted with determining there was a loose cable connection to the Tacho Amplifier Box. DNV-GL to conduct follow-up and attest to satisactory repair. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was equipment failure. The causal factors that contributed to this casualty include: (1) the engine order telegraph was not unresponsive, (2) A loose cable connection was found in the Tacho Amplifier Box. There are no further contributing causal factors regarding this marine casualty.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7439823,28-Apr-22,39.71516667,-75.50783333,"On April 27, 2022, the engineering department on the REGAL BAY conducted maintenance on the M/E start air valve for the number 6 cylinder. The start air system and M/E were satisfactory tested during pre-departure checks. At approximately 0240 EDT on April 28, 2022, the bulk carrier REGAL BAY was outbound on the Delaware River when the M/E start air valve for the number 6 cylinder began leaking. Out of caution the pilot directed the vessel to anchor at the Deepwater Range to allow the engineering department to conduct repairs. The REGAL BAY sustained no damage as a result of this incident. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty were loose fasteners on the start air valve flange for the number 6 cylinder. This was followed by the vessel being diverted to anchorage which is considered a loss/reduction in propulsion IAW INV policy. The causal factor that contributed to the casualty included: (1) insufficiently tightened fasteners for the valve flange.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7439870,28-Apr-22,39.70961667,-75.50878333,"At approximately 0425 on April 28th, 2022 the M/V SIERRA MARIE was en route to Berth No. 5 at Wilmington Marine Terminal when the vessel experienced a reduction of steering. The vessel anchored outside of the channel to investigate and effect any repairs. Vessel's steering pump had one of two supply and return valve partially closed. In addition, the vessel replaced two bearings and steering was properly restored. No damage, pollution, or injuries were reported. As a result of its investigation, the Coast Guard has determined that the initiating event for this casualty was the material failure of the steering gear pump. This was followed by the eventual reduction in steering. The causal factors that contributed to this casualty include: (1) Failure of supply and return valve to be properly secured after dry dock, (2) Vessel's lack of valve alarms for steering gear system.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
7457118,23-May-22,39.90745,-75.14626667,"At approximately on May 21, 2022, the container ship MARINER experienced a loss of propulsion near Packer Ave Terminal. No additional damage was sustained to the vessel. After the vessel investigated the loss of propulsion it was determined that the main starting ball valve drive was found with the shaft's teflon seal not in the proper position and with the gland seal skew/loose. The shaft gland seal with Teflon seal put in the proper position and tightened and the ME was able to start from the bridge control.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7463983,31-May-22,39.80304574,-75.42063332,"On 27MAY22, the T/V NAVIGATOR GEMINI, a Liberian flagged 524' LPG carrier, was weighing anchor at Marcus Hook Anchorage on the Delaware River when the pilot requested astern propulsion and the vessel would not go astern. The pilot made several attempts to go astern and the vessel would not respond. The vessel quickly anchored again and the vessel's crew attempted to determine the cause of the failure of the vessel's astern propulsion. The vessel had the ability to go ahead but could not go astern. The CG determined that the initiating event for the casualty was the vessel's fuel change out to Low Sulfur Marine Gas Oil (LSMGO). The vessel crew had to adjust the starting fuel rack for the LSMGO fuel, once properly adjusted, the vessel was able to provide astern propulsion. There were no other additional causal factors for this casualty.","Marine Casualty, Reportable",Data Collection,Routine,Routine,No,No
7488511,24-Jun-22,39.90718333,-75.13133333,"At approximately 1430 EDT on June 24, 2022 the bulk carrier MANDARIN OCEAN lost propulsion while departing Packer Marine Terminal. The tug assists being used to get the MANDARIN OCEAN underway pushed the vessel into an unused space at Pier 84 where the vessel soft grounded into silt. At the time of the incident the MANDARIN OCEAN was outbound heading to the Atlantic Ocean. The MANDARIN OCEAN’s bulbous bow grounded in silt and sustained no damage. As the result of its investigation, the Coast Guard has determined that the initiating event for this casualty was improper MDE start settings while the vessel operated with ECA compliant low sulfur MGO which resulted in a loss of propulsion. This was followed by the soft grounding of the MANDARIN OCEAN’s bulbous bow. The causal factors that contributed to this casualty include: (1) Lack of guidance for MDE start settings while using low sulfur MGO.","Marine Casualty, Reportable",Informal,Routine,Routine,No,No
